report_pid,title,report_start_time,report_end_time,open_file_date,type,report_owner,commodity
cr093099,"EPC 2036, RIPSTONE CREEK, FINAL REPORT FOR PERIOD ENDING 20/7/2015",19/07/2015,19/07/2015,20/07/2015,permit-report-final,UTM GLOBAL PTY LTD,coal
cr093100,"EPC 1949, ISAAC, ANNUAL REPORT FOR PERIOD ENDING 11/6/2015",11/06/2014,10/06/2015,11/07/2020,permit-report-annual,WALLOON ENERGY PTY LTD,coal
cr093102,"EPM 15401, GLENTANNA, ANNUAL REPORT FOR PERIOD ENDING 28/6/2015",28/06/2014,27/06/2015,28/07/2020,permit-report-annual,UTM GLOBAL PTY LTD,"gold,copper"
cr093103,"EPC 585, NOOLA PLAINS, ANNUAL REPORT FOR PERIOD ENDING 17/7/2015",17/07/2014,16/07/2015,17/08/2020,permit-report-annual,ABERARE COLLERIES PTY LTD,NA
cr093105,"EPM 12180, SAINT ANDREWS EXTENDED, ANNUAL REPORT FOR PERIOD ENDING 1/8/2015",1/08/2014,31/07/2015,1/09/2020,permit-report-annual,GLENCORE,"gold,copper"
cr093113,"EPC 1719, BARCOO RIVER-BLACKALL RAIL, ANNUAL REPORT FOR PERIOD ENDING 27/7/2015",27/07/2014,26/07/2015,27/08/2020,permit-report-annual,COALBANK LTD,coal
cr093114,"EPC 1483, LAKE BUCHANNAN, ANNUAL REPORT FOR PERIOD ENDING 17/6/2015",17/06/2014,16/06/2015,17/07/2020,permit-report-annual,COCKATOO COAL LTD,coal
cr093115,"EPC 1415, WARREGO, ANNUAL REPORT FOR PERIOD ENDING 20/5/2015",20/05/2014,19/05/2015,20/06/2020,permit-report-annual,COALBANK LTD,coal
cr093116,"EPM 13228, MIDGEE CREEK, ANNUAL REPORT FOR PERIOD ENDING 18/7/2015",18/07/2014,17/07/2015,18/08/2020,permit-report-annual,QUEENSLAND ENERGY RESOURCES LTD,oil-shale
cr093118,"EPC 1239, CARBINE CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 9/7/2015",9/07/2014,8/07/2015,9/08/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,NA
cr093119,"EPC 1261, BLUE HILLS PROJECT, ANNUAL REPORT FOR PERIOD ENDING 9/7/2015",9/07/2014,8/07/2015,9/08/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,coal
cr093121,"EPC 2820, NELGAI CREEK, ANNUAL/FINAL REPORT FOR PERIOD ENDING 15/8/2015",14/08/2015,14/08/2015,15/08/2015,permit-report-final,ASF GROUP,coal
cr093122,"EPC 2821, TWO MILE CREEK, ANNUAL/FINAL REPORT FOR PERIOD ENDING 16/8/2015",15/08/2015,15/08/2015,16/08/2015,permit-report-final,ASF GROUP,coal
cr093123,"PL 276, QGC MAMDAL 153, WELL COMPLETION REPORT",26/07/2015,29/07/2015,30/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093124,"EPM 17932, PLANET CREEK 2, ANNUAL REPORT FOR PERIOD ENDING 19/7/2015",19/07/2014,18/07/2015,19/08/2020,permit-report-annual,BANDANNA ENERGY PTY LTD,bentonite
cr093125,"EPC 2005, DINGO NORTH, ANNUAL REPORT FOR PERIOD ENDING 21/7/2015",21/07/2014,20/07/2015,21/08/2020,permit-report-annual,JINDAL STEEL AND POWER AUSTRALIA PTY LTD,coal
cr093126,"EPM 18817, OLD MAY DOWNS, ANNUAL REPORT FOR PERIOD ENDING 16/9/2014",16/09/2013,15/09/2014,16/10/2019,permit-report-annual,CST MINERALS LADY ANNIE PTY LTD,gold
cr093133,"EPM 19471, PULCHERA PROJECT, ANNUAL REPORT FOR PERIOD ENDING 16/7/2015",16/07/2014,15/07/2015,16/08/2020,permit-report-annual,AUSTWIDE MINING TITLE MANAGEMENT PTY LTD,"gold,copper,iron"
cr093134,"EPC 1229, ANNUAL REPORT FOR PERIOD ENDING 23/7/2015",23/07/2014,22/07/2015,23/08/2020,permit-report-annual,ANGLO AMERICAN METALLURGICAL COAL PTY LTD,coal
cr093135,"EPM 17330, PARADISE NORTH, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,PARADISE PHOSPHATE LTD,phosphate-rock
cr093136,"EPM 25441, YAPPAR CREEK, ANNUAL REPORT FOR PERIOD ENDING 21/7/2015",21/07/2014,20/07/2015,21/08/2020,permit-report-annual,WILSON MINERALS PTY LTD,"gold,copper,oil-shale,uranium"
cr093137,"EPM 25442, SKULL HOLE CREEK, ANNUAL REPORT FOR PERIOD ENDING 21/7/2015",21/07/2014,20/07/2015,21/08/2020,permit-report-annual,WILSON MINERALS PTY LTD,"gold,copper,oil-shale,uranium"
cr093138,"EPM 18812, MOUNT HOOPBOUND, ANNUAL REPORT FOR PERIOD ENDING 25/7/2015",25/07/2014,24/07/2015,25/08/2020,permit-report-annual,UTM GLOBAL PTY LTD,gold
cr093141,"EPC 1248, BILOELA, ANNUAL REPORT FOR PERIOD ENDING 20/7/2015",20/07/2014,19/07/2015,20/08/2020,permit-report-annual,LINC ENERGY LTD,coal
cr093142,"EPM 14370, MALAKOFF, ANNUAL REPORT FOR PERIOD ENDING 20/7/2015",20/07/2014,19/07/2015,20/08/2020,permit-report-annual,UTM GLOBAL PTY LTD,"gold,copper"
cr093143,"EPC 2543, DEVLIN, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,LINC ENERGY LTD,coal
cr093144,"EPC 1187, BUCKLAND, ANNUAL REPORT FOR PERIOD ENDING 3/8/2015",3/08/2014,2/08/2015,3/09/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr093145,"EPC 2339, STOCKYARD CREEK, ANNUAL REPORT FOR PERIOD ENDING 8/8/2015",8/08/2014,7/08/2015,8/09/2020,permit-report-annual,U&D MINING INDUSTRY AUSTRALIA PTY LTD,coal
cr093146,"EPC 1526, CLONCURRY SOUTH, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,LINC ENERGY LTD,coal
cr093147,"EPC 1110, HUTTON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 27/5/2015",27/05/2014,26/05/2015,27/06/2020,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr093148,"EPC 1275, PONY HILLS WEST, HUTTON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 25/6/2015",25/06/2014,24/06/2015,25/07/2020,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr093149,"EPM 18510, SQUARE POST, ANNUAL REPORT FOR PERIOD ENDING 29/7/2015",29/07/2014,28/07/2015,29/08/2020,permit-report-annual,DOUGLAS JAMES MORRISON PTY LTD,gold
cr093150,"EPM 12163, KNAPDALE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 26/6/2015",26/06/2014,25/06/2015,26/07/2020,permit-report-annual,TENEMENT ADMINISTRATION SERVICES PTY LTD,"silver,lead,zinc"
cr093151,"EPM 17938, AMAMOOR MANGANESE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 20/10/2015",20/10/2014,19/10/2015,20/11/2020,permit-report-annual,KASTELLCO GEOLOGICAL CONSULTANCY AND TENEMENT MANAGEMENT,manganese
cr093152,"PL 401, QGC CAMERON 221, WELL COMPLETION REPORT",16/07/2015,18/07/2015,19/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093154,"PL 276, QGC MAMDAL 137, WELL COMPLETION REPORT",19/07/2015,21/07/2015,22/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093163,"PL 401, QGC CAMERON 198, WELL COMPLETION REPORT",26/07/2015,27/07/2015,28/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093164,"EPC 2924, TAROOM PROJECT, ANNUAL REPORT FOR PERIOD ENDING 26/6/2015",26/06/2014,25/06/2015,26/07/2020,permit-report-annual,COCKATOO COAL LTD,coal
cr093165,"PL 263, QGC MATILDA-JOHN 192, WELL COMPLETION REPORT",15/07/2015,18/07/2015,19/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093167,"EPM 18243, MINGELA PROJECT, ANNUAL/FINAL REPORT FOR PERIOD ENDING 21/6/2015",20/06/2015,20/06/2015,21/06/2015,permit-report-final,N GRAEME MARLOW AND ASSOCIATES,"silver,gold,copper"
cr093168,"EPC 2217, TURRAWALLA 4, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr093177,"EPM 18969, STEWART PROJECT, ANNUAL REPORT FOR PERIOD ENDING 3/7/2015",3/07/2014,2/07/2015,3/08/2020,permit-report-annual,AMETS,rare-earth-element
cr093178,"MDL 466, NORWICH PARK EAST PROJECT, ANNUAL/FINAL REPORT FOR PERIOD ENDING 21/7/2015",20/07/2015,20/07/2015,21/07/2015,permit-report-final,QUEENSLAND COAL CORPORATION,coal
cr093179,"EPM 15242, LAURA RIVER PROJECT, ANNUAL REPORT FOR PERIOD ENDING 22/8/2015",22/08/2014,21/08/2015,22/09/2020,permit-report-annual,GENESIS RESOURCES LTD,"gold,platinum"
cr093181,"EPC 1707, TEN MILE CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,coal
cr093182,"EPC 2408, CASTLE ROCK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,coal
cr093183,"EPC 1746, ROPER CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,SAMGRIS RESOURCES PTY LTD,coal
cr093184,"PL 263, QGC MATILDA-JOHN 180, WELL COMPLETION REPORT",20/07/2015,25/07/2015,26/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093185,"EPM 19470, SQUIRREL HILLS PROJECT, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,AUSTWIDE MINING TITLE MANAGEMENT PTY LTD,"gold,copper"
cr093186,"EPM 19125, TEST CREEK, ANNUAL REPORT FOR PERIOD ENDING 24/7/2015",24/07/2014,23/07/2015,24/08/2020,permit-report-annual,CELCO SOLUTIONS PTY LTD,gold
cr093187,"EPC 1468, ROLLESTON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 26/6/2015",26/06/2014,25/06/2015,26/07/2020,permit-report-annual,COCKATOO COAL LTD,coal
cr093201,"EPM 19368, ROCKLAND, ANNUAL REPORT FOR PERIOD ENDING 30/7/2015",30/07/2014,29/07/2015,30/08/2020,permit-report-annual,RENISON CONSOLIDATED MINES NL,"silver,gold,copper,lead,zinc"
cr093202,"MDL 335, KOGAN CREEK, ANNUAL REPORT FOR PERIOD ENDING 31/7/2015",31/07/2014,30/07/2015,31/08/2020,permit-report-annual,ABERARE COLLERIES PTY LTD,coal
cr093204,"PL 263, QGC MATILDA-JOHN 186, WELL COMPLETION REPORT",30/07/2015,1/08/2015,2/08/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093208,"EPM 19770, TAROMEO PROJECT, ANNUAL REPORT FOR PERIOD ENDING 7/7/2015",7/07/2014,6/07/2015,7/08/2020,permit-report-annual,PX3 EXPLORATION PTY LTD,"dimension-stone,sand"
cr093209,"EPC 2407, COMELY CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,coal
cr093216,"PL 276, QGC MAMDAL 147, WELL COMPLETION REPORT",3/08/2015,6/08/2015,7/08/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093217,"EPC 1467, ROLLESTON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 19/7/2015",19/07/2014,18/07/2015,19/08/2020,permit-report-annual,COCKATOO COAL LTD,coal
cr093219,"EPM 25464, PAROO RANGE, ANNUAL REPORT FOR PERIOD ENDING 30/7/2015",30/07/2014,29/07/2015,30/08/2020,permit-report-annual,M&M WALTER CONSULTING,uranium
cr093220,"EPM 17903, EUREKA CREEK, ANNUAL REPORT FOR PERIOD ENDING 25/7/2015",25/07/2014,24/07/2015,25/08/2020,permit-report-annual,MALACO LEICHHARDT PTY LTD,copper
cr093221,"EPM 18445, TWIN HILLS PROJECT, ANNUAL REPORT FOR PERIOD ENDING 25/7/2015",25/07/2014,24/07/2015,25/08/2020,permit-report-annual,TENEMENT ADMINISTRATION SERVICES PTY LTD,"silver,gold,lead,zinc"
cr093224,"EPC 1720, SANDHURST CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 27/7/2015",27/07/2014,26/07/2015,27/08/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,coal
cr093225,"EPM 10834, DOVER CASTLE, ANNUAL REPORT FOR PERIOD ENDING 31/12/2014",31/12/2013,30/12/2014,31/01/2020,permit-report-annual,NA,"silver,indium,lead,zinc"
cr093226,"EPC 1523, BUNDABERG, ANNUAL REPORT FOR PERIOD ENDING 19/7/2015",19/07/2014,18/07/2015,19/08/2020,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr093227,"EPC 1523, BUNDABERG PROJECT, ANNUAL REPORT FOR PERIOD ENDING 19/7/2014",19/07/2013,18/07/2014,19/08/2019,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr093228,"EPM 14558, ANNUAL REPORT FOR PERIOD ENDING 25/7/2015",25/07/2014,24/07/2015,25/08/2020,permit-report-annual,LAGOON CREEK RESOURCES PTY LTD,"gold,uranium"
cr093229,"EPM 14672, ANNUAL REPORT FOR PERIOD ENDING 25/7/2015",25/07/2014,24/07/2015,25/08/2020,permit-report-annual,LAGOON CREEK RESOURCES PTY LTD,"gold,uranium"
cr093230,"EPC 1226, TERESA, LUCKNOW, ANNUAL REPORT FOR PERIOD ENDING 13/7/2015",13/07/2014,12/07/2015,13/08/2020,permit-report-annual,TENEMENT MANAGER,coal
cr093231,"MDL 300, 301, COMMODORE COAL AND MILLMERRAN POWER PROJECT, COMBINED ANNUAL REPORT FOR PERIOD ENDING 31/7/2015",31/07/2014,30/07/2015,31/08/2020,permit-report-annual,MILLMERRAN POWER PARTNERS,coal
cr093232,"EPM 14365, CORELLA, ANNUAL REPORT FOR PERIOD ENDING 20/7/2015",20/07/2014,19/07/2015,20/08/2020,permit-report-annual,UTM GLOBAL PTY LTD,"copper,lead,zinc"
cr093234,"EPC 1074, BINDAREE NORTH, ANNUAL REPORT FOR PERIOD ENDING 27/7/2015",27/07/2014,26/07/2015,27/08/2020,permit-report-annual,WARATAH COAL,coal
cr093240,"EPM 14967, ANNUAL REPORT FOR PERIOD ENDING 31/7/2015",31/07/2014,30/07/2015,31/08/2020,permit-report-annual,LAGOON CREEK RESOURCES PTY LTD,"gold,uranium"
cr093253,"EPC 1653, MORANBAH PROJECT, ANNUAL REPORT FOR PERIOD ENDING 2/7/2015",2/07/2014,1/07/2015,2/08/2020,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr093255,"PL 276, QGC MAMDAL 146, WELL COMPLETION REPORT",22/07/2015,26/07/2015,27/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093256,"EPM 14022, NORTH MARY KATHLEEN, MARY KATHLEEN JOINT VENTURE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 31/7/2015",31/07/2014,30/07/2015,31/08/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"gold,copper,lead,zinc"
cr093268,"MDL 202, MCFARLANE OIL SHALE DEPOSIT, ANNUAL REPORT FOR PERIOD ENDING 31/7/2015",31/07/2014,30/07/2015,31/08/2020,permit-report-annual,QUEENSLAND ENERGY RESOURCES LTD,oil-shale
cr093269,"MDL 497, CORNWALL, ANNUAL REPORT FOR PERIOD ENDING 31/7/2015",31/07/2014,30/07/2015,31/08/2020,permit-report-annual,AQUILA RESOURCES LTD,coal
cr093271,"EPM 14783, JOHNNY CAKE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 2/8/2015",2/08/2014,1/08/2015,2/09/2020,permit-report-annual,TENEMENT ADMINISTRATION SERVICES PTY LTD,"silver,gold,lead,zinc"
cr093272,"MDL 303, LAKE VERMONT, ANNUAL REPORT FOR PERIOD ENDING 31/8/2015",31/08/2014,30/08/2015,1/10/2020,permit-report-annual,KORE CONSULTING,NA
cr093273,"MDL 519, EAGLE DOWNS SOUTH PROJECT, ANNUAL REPORT FOR PERIOD ENDING 31/7/2015",31/07/2014,30/07/2015,31/08/2020,permit-report-annual,EAGLE DOWNS COAL MANAGEMENT,coal
cr093274,"MDL 328, ANNUAL REPORT FOR PERIOD ENDING 31/8/2015",31/08/2014,30/08/2015,1/10/2020,permit-report-annual,WESFARMERS CURRAGH PTY LTD,coal
cr093275,"EPM 12409, WYNBERG PROJECT, ANNUAL REPORT FOR PERIOD ENDING 22/11/2014",22/11/2013,21/11/2014,22/12/2019,permit-report-annual,ANDERSONS TENEMENT MANAGEMENT,"gold,copper"
cr093276,"EPM 12409, WYNBERG PROJECT, ANNUAL REPORT FOR PERIOD ENDING 21/11/2015",21/11/2014,20/11/2015,21/12/2020,permit-report-annual,ANDERSONS TENEMENT MANAGEMENT,"gold,copper,malachite"
cr093277,"EPM 14079, COALSTOUN, ANNUAL REPORT FOR PERIOD ENDING 22/10/2014",22/10/2013,21/10/2014,22/11/2019,permit-report-annual,ACTIVEX LTD,"silver,gold,copper"
cr093281,"MDL 329, ANNUAL REPORT FOR PERIOD ENDING 31/8/2015",31/08/2014,30/08/2015,1/10/2020,permit-report-annual,WESFARMERS CURRAGH PTY LTD,coal
cr093344,"EPM 17547, TATE RIVER EXTENDED, ANNUAL REPORT FOR PERIOD ENDING 14/6/2015",14/06/2014,13/06/2015,14/07/2020,permit-report-annual,SNOW PEAK MINING,tin
cr093349,"EPM 17905, POINT 347, ANNUAL REPORT FOR PERIOD ENDING 30/7/2015",30/07/2014,29/07/2015,30/08/2020,permit-report-annual,MALACO LEICHHARDT PTY LTD,copper
cr093354,"EPM 15251, ALSACE, MOUNT WATSON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 1/8/2015",1/08/2014,31/07/2015,1/09/2020,permit-report-annual,MALACO LEICHHARDT PTY LTD,copper
cr093355,"EPM 25440, ANNUAL REPORT FOR PERIOD ENDING 4/8/2015",4/08/2014,3/08/2015,4/09/2020,permit-report-annual,OILCORP PTY LTD AND NQ OIL PTY LTD,oil-shale
cr093357,"EPM 12513, IRONSTONE KNOB, ANNUAL REPORT FOR PERIOD ENDING 4/10/2014",4/10/2013,3/10/2014,4/11/2019,permit-report-annual,SNOW PEAK MINING,copper
cr093359,"EPM 18073, SELWYN EAST, ANNUAL REPORT FOR PERIOD ENDING 18/9/2014",18/09/2013,17/09/2014,18/10/2019,permit-report-annual,ACTIVEX LTD,"gold,cobalt,copper,molybdenum"
cr093361,"EPM 18809, DOONGARA PROJECT, ANNUAL REPORT FOR PERIOD ENDING 15/8/2015",15/08/2014,14/08/2015,15/09/2020,permit-report-annual,TENEMENT ADMINISTRATION SERVICES PTY LTD,"silver,gold,lead,zinc"
cr093369,"EPM 4068, SKARDON RIVER PROJECT, ANNUAL REPORT FOR PERIOD ENDING 11/8/2015",11/08/2014,10/08/2015,11/09/2020,permit-report-annual,GEOS MINING,bauxite
cr093378,"EPC 2135, PRETORIA HILL, ANNUAL REPORT FOR PERIOD ENDING 1/8/2015",1/08/2014,31/07/2015,1/09/2020,permit-report-annual,ENVIRONMENTAL AND LICENSING PROFESSIONALS PTY LTD,coal
cr093381,"EPC 1826, WEST EMERALD, ANNUAL REPORT FOR PERIOD ENDING 30/7/2015",30/07/2014,29/07/2015,30/08/2020,permit-report-annual,CUESTA COAL LTD,coal
cr093393,"PL 401, QGC CAMERON 208, WELL COMPLETION REPORT",6/08/2015,8/08/2015,9/08/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093394,"EPM 14622, JULIUS ROAD, MOUNT CUTHBERT PROJECT, ANNUAL REPORT FOR PERIOD ENDING 1/8/2015",1/08/2014,31/07/2015,1/09/2020,permit-report-annual,MALACO LEICHHARDT PTY LTD,copper
cr093395,"PL 276, QGC MAMDAL 154, WELL COMPLETION REPORT",6/08/2015,9/08/2015,10/08/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093396,"EPM 25267, LIVE, ANNUAL REPORT FOR PERIOD ENDING 21/8/2015",21/08/2014,20/08/2015,21/09/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"silver,gold"
cr093398,"PL 263, QGC MATILDA-JOHN 204, WELL COMPLETION REPORT",22/07/2015,25/07/2015,26/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093406,"EPM 17789, LADY ANNIE REGIONAL, ANNUAL REPORT FOR PERIOD ENDING 6/10/2014",6/10/2013,5/10/2014,6/11/2019,permit-report-annual,CST MINERALS LADY ANNIE PTY LTD,copper
cr093407,"EPM 12887, PYRAMID, ANNUAL REPORT FOR PERIOD ENDING 4/8/2015",4/08/2014,3/08/2015,4/09/2020,permit-report-annual,AMETS,"silver,arsenic,gold,copper"
cr093408,"EPC 987, CHINA STONE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 1/8/2015",1/08/2014,31/07/2015,1/09/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr093412,"EPC 2161, MORAY DOWNS, ANNUAL REPORT FOR PERIOD ENDING 5/6/2015",5/06/2014,4/06/2015,5/07/2020,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr093413,"EPM 13278 (WATERANGA), MDL 355 (CENTRAL), COMBINED ANNUAL REPORT FOR PERIOD ENDING 31/7/2015",31/07/2014,30/07/2015,31/08/2020,permit-report-annual,ENVIRONMENTAL AND LICENSING PROFESSIONALS PTY LTD,"corundum,granite,rutile,zircon"
cr093414,"EPM 25485, CRYSTAL CREEK, ANNUAL REPORT FOR PERIOD ENDING 3/8/2015",3/08/2014,2/08/2015,3/09/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,copper
cr093420,"EPM 16024, EXPEDITION CREEK, ANNUAL REPORT FOR PERIOD ENDING 24/6/2015",24/06/2014,23/06/2015,24/07/2020,permit-report-annual,SNOW PEAK MINING,"copper,tin,zinc"
cr093426,"EPM 17070, BLOODWOOD BORE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 3/8/2015",3/08/2014,2/08/2015,3/09/2020,permit-report-annual,TENEMENT ADMINISTRATION SERVICES PTY LTD,"silver,lead,zinc"
cr093427,"EPM 17466, VICTOR CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 3/8/2015",3/08/2014,2/08/2015,3/09/2020,permit-report-annual,TENEMENT ADMINISTRATION SERVICES PTY LTD,"copper,lead,zinc"
cr093428,"EPC 897, WILKIE, ANNUAL REPORT FOR PERIOD ENDING 4/8/2015",4/08/2014,3/08/2015,4/09/2020,permit-report-annual,LINC ENERGY LTD,coal
cr093429,"EPC 898, WILKIE, ANNUAL REPORT FOR PERIOD ENDING 4/8/2015",4/08/2014,3/08/2015,4/09/2020,permit-report-annual,LINC ENERGY LTD,coal
cr093430,"EPC 899, WILKIE, ANNUAL REPORT FOR PERIOD ENDING 4/8/2015",4/08/2014,3/08/2015,4/09/2020,permit-report-annual,LINC ENERGY LTD,coal
cr093431,"EPC 1522, SPRINGSURE, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,COCKATOO COAL LTD,coal
cr093432,"EPM 19783, MALBON WEST 1, ANNUAL REPORT FOR PERIOD ENDING 7/8/2015",7/08/2014,6/08/2015,7/09/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"gold,copper"
cr093433,"EPM 19784, MALBON WEST 2, ANNUAL REPORT FOR PERIOD ENDING 7/8/2015",7/08/2014,6/08/2015,7/09/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"gold,copper"
cr093436,"EPM 25145, GREEN CREEK, ANNUAL REPORT FOR PERIOD ENDING 7/8/2015",7/08/2014,6/08/2015,7/09/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"gold,copper"
cr093437,"EPM 16987, DEVONCOURT, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,copper
cr093439,"EPM 14416, BRIGHTLANDS PROJECT, ANNUAL REPORT FOR PERIOD ENDING 5/8/2015",5/08/2014,4/08/2015,5/09/2020,permit-report-annual,UTM GLOBAL PTY LTD,"gold,copper"
cr093441,"EPC 1294, BLOWHARD PROJECT, ANNUAL REPORT FOR PERIOD ENDING 3/8/2015",3/08/2014,2/08/2015,3/09/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,coal
cr093456,"PL 401, QGC CAMERON 216, WELL COMPLETION REPORT",22/07/2015,25/07/2015,26/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093457,"PL 401, QGC CAMERON 211, WELL COMPLETION REPORT",13/07/2015,15/07/2015,16/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093458,"PL 276, QGC WOLEEBEE CREEK 170, WELL COMPLETION REPORT",30/07/2015,2/08/2015,3/08/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093459,"PL 263, QGC MATILDA-JOHN 221, WELL COMPLETION REPORT",26/07/2015,30/07/2015,31/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093460,"EPM 14193, ANNUAL REPORT FOR PERIOD ENDING 15/7/2015",15/07/2014,14/07/2015,15/08/2020,permit-report-annual,INDIVIDUAL,"gold,lime,marble"
cr093461,"EPM 25173, ANNUAL REPORT FOR PERIOD ENDING 11/8/2015",11/08/2014,10/08/2015,11/09/2020,permit-report-annual,SOUTH32,"silver,lead,zinc"
cr093462,"EPM 25474, LUCKNOW EAST, ANNUAL REPORT FOR PERIOD ENDING 3/8/2015",3/08/2014,2/08/2015,3/09/2020,permit-report-annual,SOUTH32,"silver,lead,zinc"
cr093463,"EPM 13941, REEDY EXTENDED, ANNUAL REPORT FOR PERIOD ENDING 10/8/2015",10/08/2014,9/08/2015,10/09/2020,permit-report-annual,CONSULTANT,"gold,antimony,tungsten"
cr093466,"EPM 12510, HORSE MOUNTAIN, ANNUAL REPORT FOR PERIOD ENDING 9/5/2015",9/05/2014,8/05/2015,9/06/2020,permit-report-annual,SNOW PEAK MINING,"silver,copper,lead,zinc"
cr093468,"EPM 14626, MOUNT GARNET EXTENDED, ANNUAL REPORT FOR PERIOD ENDING 26/6/2015",26/06/2014,25/06/2015,26/07/2020,permit-report-annual,SNOW PEAK MINING,"copper,iron,fluorite,lead,tin,zinc"
cr093469,"EPM 25136, MOUNT CARLTON CS AREA, ANNUAL REPORT FOR PERIOD ENDING 6/8/2015",6/08/2014,5/08/2015,6/09/2020,permit-report-annual,TENEMENT ADMINISTRATION SERVICES PTY LTD,"silver,gold,lead,zinc"
cr093470,"EPM 19860, THERESA, ANNUAL REPORT FOR PERIOD ENDING 7/8/2015",7/08/2014,6/08/2015,7/09/2020,permit-report-annual,ORION METALS LTD,diamond
